# FONLL heavy quark hadroproduction cross section, calculated on Wed Jan 21 16:45:22 CET 2026
# FONLL version and perturbative order: ## FONLL v1.4.0 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = bottom
# final state = meson. NP params (cm,lm,hm) = 24.2, 26.7, 22.2
# BR(q->meson) = 1
# ebeam1 = 2680, ebeam2 = 2680
# PDF set = NNPDF30_nlo_as_0118
# ptmin = 0
# ptmax = 100
# ymin  = -0.5
# ymax  = 0.5
# Uncertainties from scales, masses combined quadratically
# cross section is ds/dpt (pb/GeV)
pt central min max min_sc max_sc min_mass max_mass fr=.5.5 fr=22 fr=21 fr=12 fr=1.5 fr=.51
91.7293 3.8289e+01 3.4217e+01 4.2528e+01 3.4230e+01 4.2516e+01 3.7965e+01 3.8610e+01 4.2101e+01 3.4411e+01 3.8635e+01 3.4230e+01 4.2516e+01 3.7995e+01
91.9799 3.7699e+01 3.3694e+01 4.1868e+01 3.3706e+01 4.1856e+01 3.7381e+01 3.8015e+01 4.1450e+01 3.3881e+01 3.8037e+01 3.3706e+01 4.1856e+01 3.7414e+01
92.2306 3.7120e+01 3.3179e+01 4.1220e+01 3.3191e+01 4.1208e+01 3.6807e+01 3.7430e+01 4.0810e+01 3.3360e+01 3.7450e+01 3.3191e+01 4.1208e+01 3.6842e+01
92.4812 3.6550e+01 3.2673e+01 4.0583e+01 3.2685e+01 4.0572e+01 3.6243e+01 3.6855e+01 4.0181e+01 3.2848e+01 3.6873e+01 3.2685e+01 4.0572e+01 3.6281e+01
92.7318 3.5991e+01 3.2176e+01 3.9958e+01 3.2188e+01 3.9946e+01 3.5689e+01 3.6291e+01 3.9564e+01 3.2345e+01 3.6306e+01 3.2188e+01 3.9946e+01 3.5729e+01
92.9825 3.5441e+01 3.1688e+01 3.9343e+01 3.1700e+01 3.9332e+01 3.5144e+01 3.5736e+01 3.8958e+01 3.1851e+01 3.5748e+01 3.1700e+01 3.9332e+01 3.5187e+01
93.2331 3.4901e+01 3.1208e+01 3.8739e+01 3.1220e+01 3.8728e+01 3.4609e+01 3.5191e+01 3.8362e+01 3.1366e+01 3.5201e+01 3.1220e+01 3.8728e+01 3.4654e+01
93.4837 3.4371e+01 3.0737e+01 3.8146e+01 3.0748e+01 3.8135e+01 3.4084e+01 3.4656e+01 3.7776e+01 3.0889e+01 3.4663e+01 3.0748e+01 3.8135e+01 3.4131e+01
93.7343 3.3849e+01 3.0273e+01 3.7563e+01 3.0284e+01 3.7552e+01 3.3567e+01 3.4130e+01 3.7201e+01 3.0420e+01 3.4135e+01 3.0284e+01 3.7552e+01 3.3617e+01
93.9850 3.3337e+01 2.9818e+01 3.6990e+01 2.9829e+01 3.6980e+01 3.3059e+01 3.3613e+01 3.6636e+01 2.9959e+01 3.3616e+01 2.9829e+01 3.6980e+01 3.3111e+01
94.2356 3.2834e+01 2.9370e+01 3.6428e+01 2.9381e+01 3.6417e+01 3.2560e+01 3.3105e+01 3.6080e+01 2.9507e+01 3.3106e+01 2.9381e+01 3.6417e+01 3.2614e+01
94.4862 3.2339e+01 2.8930e+01 3.5875e+01 2.8941e+01 3.5865e+01 3.2070e+01 3.2605e+01 3.5534e+01 2.9062e+01 3.2604e+01 2.8941e+01 3.5865e+01 3.2126e+01
94.7368 3.1852e+01 2.8498e+01 3.5332e+01 2.8508e+01 3.5322e+01 3.1588e+01 3.2114e+01 3.4998e+01 2.8625e+01 3.2112e+01 2.8508e+01 3.5322e+01 3.1646e+01
94.9875 3.1375e+01 2.8073e+01 3.4798e+01 2.8083e+01 3.4788e+01 3.1115e+01 3.1632e+01 3.4471e+01 2.8195e+01 3.1628e+01 2.8083e+01 3.4788e+01 3.1174e+01
95.2381 3.0905e+01 2.7655e+01 3.4273e+01 2.7665e+01 3.4264e+01 3.0649e+01 3.1158e+01 3.3953e+01 2.7773e+01 3.1152e+01 2.7665e+01 3.4264e+01 3.0710e+01
95.4887 3.0443e+01 2.7244e+01 3.3758e+01 2.7254e+01 3.3748e+01 3.0192e+01 3.0692e+01 3.3444e+01 2.7358e+01 3.0684e+01 2.7254e+01 3.3748e+01 3.0254e+01
95.7393 2.9989e+01 2.6841e+01 3.3251e+01 2.6850e+01 3.3242e+01 2.9742e+01 3.0235e+01 3.2943e+01 2.6950e+01 3.0224e+01 2.6850e+01 3.3242e+01 2.9806e+01
95.9900 2.9543e+01 2.6444e+01 3.2753e+01 2.6453e+01 3.2744e+01 2.9300e+01 2.9785e+01 3.2451e+01 2.6549e+01 2.9773e+01 2.6453e+01 3.2744e+01 2.9365e+01
96.2406 2.9105e+01 2.6054e+01 3.2263e+01 2.6063e+01 3.2255e+01 2.8866e+01 2.9342e+01 3.1968e+01 2.6154e+01 2.9329e+01 2.6063e+01 3.2255e+01 2.8932e+01
96.4912 2.8674e+01 2.5670e+01 3.1782e+01 2.5679e+01 3.1774e+01 2.8438e+01 2.8907e+01 3.1492e+01 2.5767e+01 2.8892e+01 2.5679e+01 3.1774e+01 2.8506e+01
96.7419 2.8250e+01 2.5293e+01 3.1309e+01 2.5302e+01 3.1301e+01 2.8018e+01 2.8480e+01 3.1025e+01 2.5386e+01 2.8463e+01 2.5302e+01 3.1301e+01 2.8087e+01
96.9925 2.7833e+01 2.4922e+01 3.0845e+01 2.4931e+01 3.0836e+01 2.7605e+01 2.8059e+01 3.0566e+01 2.5011e+01 2.8041e+01 2.4931e+01 3.0836e+01 2.7675e+01
97.2431 2.7424e+01 2.4557e+01 3.0388e+01 2.4566e+01 3.0379e+01 2.7200e+01 2.7646e+01 3.0114e+01 2.4643e+01 2.7627e+01 2.4566e+01 3.0379e+01 2.7270e+01
97.4937 2.7021e+01 2.4199e+01 2.9938e+01 2.4207e+01 2.9930e+01 2.6800e+01 2.7240e+01 2.9671e+01 2.4281e+01 2.7219e+01 2.4207e+01 2.9930e+01 2.6872e+01
97.7444 2.6625e+01 2.3846e+01 2.9497e+01 2.3855e+01 2.9489e+01 2.6408e+01 2.6840e+01 2.9234e+01 2.3925e+01 2.6818e+01 2.3855e+01 2.9489e+01 2.6481e+01
97.9950 2.6235e+01 2.3499e+01 2.9063e+01 2.3508e+01 2.9055e+01 2.6022e+01 2.6448e+01 2.8805e+01 2.3575e+01 2.6424e+01 2.3508e+01 2.9055e+01 2.6096e+01
98.2456 2.5852e+01 2.3158e+01 2.8636e+01 2.3166e+01 2.8628e+01 2.5642e+01 2.6061e+01 2.8383e+01 2.3231e+01 2.6037e+01 2.3166e+01 2.8628e+01 2.5717e+01
98.4962 2.5476e+01 2.2823e+01 2.8216e+01 2.2831e+01 2.8208e+01 2.5269e+01 2.5681e+01 2.7968e+01 2.2892e+01 2.5656e+01 2.2831e+01 2.8208e+01 2.5345e+01
98.7469 2.5106e+01 2.2493e+01 2.7803e+01 2.2501e+01 2.7796e+01 2.4902e+01 2.5308e+01 2.7561e+01 2.2559e+01 2.5281e+01 2.2501e+01 2.7796e+01 2.4979e+01
98.9975 2.4742e+01 2.2169e+01 2.7398e+01 2.2176e+01 2.7390e+01 2.4542e+01 2.4941e+01 2.7160e+01 2.2232e+01 2.4913e+01 2.2176e+01 2.7390e+01 2.4619e+01
99.2481 2.4384e+01 2.1850e+01 2.6999e+01 2.1857e+01 2.6991e+01 2.4187e+01 2.4579e+01 2.6765e+01 2.1910e+01 2.4551e+01 2.1857e+01 2.6991e+01 2.4264e+01
99.4987 2.4032e+01 2.1536e+01 2.6606e+01 2.1543e+01 2.6599e+01 2.3838e+01 2.4224e+01 2.6377e+01 2.1593e+01 2.4194e+01 2.1543e+01 2.6599e+01 2.3916e+01
99.7494 2.3685e+01 2.1227e+01 2.6220e+01 2.1235e+01 2.6213e+01 2.3494e+01 2.3875e+01 2.5996e+01 2.1282e+01 2.3844e+01 2.1235e+01 2.6213e+01 2.3573e+01
100.0000 2.3345e+01 2.0923e+01 2.5841e+01 2.0931e+01 2.5834e+01 2.3157e+01 2.3531e+01 2.5620e+01 2.0975e+01 2.3500e+01 2.0931e+01 2.5834e+01 2.3236e+01
